$CDC: RAGGRUPPAMENTI ;$CDC: Codice e descrizione;$CON: UNLG - Liv. 2;$CON: Codice;$CON: Descrizione;Ter_cod;Ter_descr;NOTE;gennaio;febbraio;marzo;aprile;maggio;giugno;luglio;agosto;settembre;ottobre;novembre;dicembre;Totale - Importo di default
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010741300;FORMAZIONE DEL PERSONALE;0000001262;DEMETRA FORMAZIONE SRL ;recupero parziale progetto BDG FINANZIARIO ;2,000.00;2,000.00;2,000.00;2,000.00;2,000.00;2,000.00;2,000.00;2,000.00;2,000.00;2,000.00;2,000.00;2,000.00;24,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010741500;FOTOCOPIE;0000001886;CYBEROO S.P.A.;;-300.83;-300.83;-300.83;-300.83;-300.83;-300.83;-300.83;-300.83;-300.83;-300.83;-300.83;-300.83;-3,610
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010742500;POSTALI;;;;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-900
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010743000;RIST, ALBERGHI,VIAGGI DIPENDEN;;;;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-1,500
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010743300;SPESE DI RAPPRESENTANZA;;;;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-2,400.00;-150.00;-3,050
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010743703;SPESE PER DISINFESTAZIONE;0000001187;EVOLUZIONE SERVIZI SRL SOCIETA'UNIPERSONALE;;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-720
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010743900;VIDIMAZIONI;;;;;;-516.46;;;;;;;;;;-516
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010744400;COVID 19 - SANIFICAZIONI RIMB.;0000002491;AIR SOLUTION SRL  ;sanificazione fancoil;-98.00;-98.00;-98.00;-98.00;-98.00;-98.00;-98.00;-98.00;-98.00;-98.00;-98.00;-98.00;-1,176
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010744400;COVID 19 - SANIFICAZIONI RIMB.;0000001744;ECO CLEAN SOC. COOP. ;ridotta al 50% da 06;-48.00;-48.00;-48.00;-48.00;-48.00;-48.00;-24.00;-24.00;-24.00;-24.00;-24.00;-24.00;-432
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010744400;COVID 19 - SANIFICAZIONI RIMB.;0000001355;NIC-AL SRL ;ridotta al 50% da 04 (Disp. Merighi) ;-2,600.00;-2,600.00;-2,600.00;-2,600.00;-1,300.00;-1,300.00;-1,300.00;-1,300.00;-1,300.00;-1,300.00;-1,300.00;-1,300.00;-20,800
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010744700;SOMM.BEVANDE E ALIM.A DIPEND.;0000000305;CULLIGAN ITALIANA S.P.A. ;;-200.00;;;;;;-200.00;;;;;-200.00;-600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011400300;CERTIFICATI E LICENZE;0000001659;SERVIZI TELEMATICI BOLOGNA S.R.L. ;;;-100.00;;;;;;-200.00;-200.00;-200.00;;;-700
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011401300;ABBONAMENTI GIORNALI E RIVISTE;0000001642;BONOMO EDITORE SRLS ;;0.00;-120.65;0.00;-380.00;0.00;0.00;0.00;0.00;-149.15;-149.15;0.00;0.00;-799
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011401300;ABBONAMENTI GIORNALI E RIVISTE;0000000670;CENTRO STUDI CASTELLI SRL ;;-35.00;-35.00;-35.00;-35.00;-35.00;-35.00;-35.00;-35.00;-35.00;-35.00;-35.00;-35.00;-420
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011401300;ABBONAMENTI GIORNALI E RIVISTE;0000001120;EGAF EDIZIONI SRL ;;-70.43;-70.44;-70.43;-70.43;-70.43;-70.44;-70.43;-70.43;-70.43;-70.44;-70.43;-70.43;-845
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011401300;ABBONAMENTI GIORNALI E RIVISTE;0000000451;IL SOLE 24 ORE SPA ;;-25.33;-25.33;-25.34;-25.33;-25.33;-25.34;-25.33;-25.33;-25.34;-25.33;-25.33;-25.34;-304
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011401300;ABBONAMENTI GIORNALI E RIVISTE;0000002719;MIP.POLITECNICO DI MILANO -GRADUATESCHOOL OF BUSIN;;-157.50;-157.50;-157.50;-157.50;-157.50;-157.50;-157.50;-157.50;-157.50;-157.50;-157.50;-157.50;-1,890
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011401300;ABBONAMENTI GIORNALI E RIVISTE;0000001877;VIRTUAL COOP COOP.SOCIALE O.N.L.U.S ;;-83.34;-83.33;-83.33;-83.34;-83.33;-83.33;-83.34;-83.33;-83.33;-83.34;-83.33;-83.33;-1,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011401300;ABBONAMENTI GIORNALI E RIVISTE;0000002074;WOLTERS KLUWER ITALIA S.R.L. ;;-203.91;-203.91;-203.91;-203.91;-203.91;-203.91;-203.91;-203.91;-203.91;-203.91;-203.91;-203.91;-2,447
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011401800;EROGAZIONI DI UTILITA' SOCIALE;;;ipotesi festa natale 2022;;;;;;;;;;;;-5,000.00;-5,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011402400;VARI ONERI DIVERSI DI GESTIONE;;;;;;-100.00;;;-100.00;;;-100.00;;;-100.00;-400
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011402500;SPESE INSOL. PROT E BOLLI C/C;;;;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-480
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011402600;VALORI BOLLATI;;;;-3.00;-3.00;-3.00;-3.00;-3.00;-3.00;-3.00;-3.00;-3.00;-3.00;-3.00;-3.00;-36
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3011410000;IMPOSTA DI BOLLO;;;;;;-450.00;;;-450.00;;;-450.00;;;-450.00;-1,800
3SERV_IT;107000 - Servizi IT;3_08100 Altri ricavi;4010101100;RICAVI UTILIZZO LICENZE D'USO;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;SERVIZI IT;3,382.00;3,382.00;3,382.00;3,382.00;3,382.00;3,382.00;3,382.00;3,382.00;3,382.00;3,382.00;3,382.00;3,382.00;40,584
3SERV_IT;107000 - Servizi IT;3_08100 Altri ricavi;4010101100;RICAVI UTILIZZO LICENZE D'USO;0000001737;UNISERVICE SRL SOC.UNIPERSONALE ;SERVIZI IT;277.00;277.00;277.00;277.00;277.00;277.00;277.00;277.00;277.00;277.00;277.00;277.00;3,324
3SERV_IT;107000 - Servizi IT;3_08100 Altri ricavi;4010101100;RICAVI UTILIZZO LICENZE D'USO;0000000503;F.M.G. IMMOBILIARE SRL;SERVIZI IT;51.25;51.25;51.25;51.25;51.25;51.25;51.25;51.25;51.25;51.25;51.25;51.25;615
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_08100 Altri ricavi;4010500901;PROFITTI DIVERSI;;;Rifatt Protendo (Privacy) 50% DPO + 4/5 di Privacy;638.33;638.33;638.33;638.33;638.33;638.33;638.33;638.33;638.33;638.33;638.33;638.33;7,660
3SERV_IT;107000 - Servizi IT;3_08100 Altri ricavi;4010500901;PROFITTI DIVERSI;;;RIFATT Sage- Enerj (circa il 50% dei costi) ;1,200.00;1,200.00;1,200.00;1,200.00;1,200.00;1,200.00;1,200.00;1,200.00;1,200.00;1,200.00;1,200.00;1,200.00;14,400
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_08100 Altri ricavi;4010501500;SERVIZI AMMINISTRATIVI;0000001737;UNISERVICE SRL SOC.UNIPERSONALE ;compreso righe aggiuntive - valore a dicembre;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;12,750.00;21,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_08100 Altri ricavi;4010501500;SERVIZI AMMINISTRATIVI;0000001460;ALICE SOC.COOP. IN LIQUIDAZIONE;da rivedere? ;1,705.06;1,705.06;1,705.06;1,705.06;1,705.06;1,705.06;1,705.06;1,705.06;1,705.06;1,705.06;1,705.06;1,705.06;20,461
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_08100 Altri ricavi;4010501500;SERVIZI AMMINISTRATIVI;0000000503;F.M.G. IMMOBILIARE SRL;da rivedere? ;1,250.00;1,250.00;1,250.00;1,250.00;1,250.00;1,250.00;1,250.00;1,250.00;1,250.00;1,250.00;1,250.00;1,250.00;15,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_08100 Altri ricavi;4010501200;RICAVI SERVIZI DIVERSI ;;;DISTACCO BENUZZI 50% FINO 03;2,030.00;2,030.00;2,030.00;;;;;;;;;;6,090
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3010740500;COMM.E SPESE SU FIDEJUSSIONI;;;;-683.11;-683.11;-683.11;-683.11;-683.11;-683.11;-683.11;-683.11;-370.64;-370.64;-370.64;-370.64;-6,947
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3010743200;SPESE COMMISSIONI BANCARIE;;;;-300.00;-300.00;-2,500.00;-300.00;-300.00;-2,500.00;-300.00;-300.00;-2,500.00;-300.00;-300.00;-2,500.00;-12,400
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3010743500;SPESE D'INCASSO;;;;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-60
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021600201;INTERESSI ATTIVI DA CONSORZI;;;;5.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;5.00;60
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021600300;INTERESSI ATTIVI  VERSO BANCHE;;;;;;2.00;;;2.00;;;2.00;;;2.00;8
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021700300;INTERESSI PASSIVI  DIVERSI;;;Strumenti Finanziari Partecipativi ;-1,666.67;-1,666.67;-1,666.66;-1,666.67;-1,666.67;-1,666.66;-1,666.67;-1,666.67;-1,666.66;-1,666.67;-1,666.67;-1,666.66;-20,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021700300;INTERESSI PASSIVI  DIVERSI;0000001602;PARFINCO S.P.A.;da PARFINCO ;-2,916.67;-2,916.67;-2,916.66;-2,916.67;-2,916.67;-2,916.66;-2,916.67;-2,916.67;-2,916.66;-2,916.67;-2,916.67;-2,916.66;-35,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021700400;INTERESSI PASSIVI  SU MUTUI;;;;-2,750.00;-1,500.00;-1,500.00;-2,750.00;-1,500.00;-1,500.00;-2,750.00;-1,500.00;-1,500.00;-2,750.00;-1,500.00;-1,500.00;-23,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021700500;INTERESSI PASSIVI  VERSO BANCH;;;;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-3,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021700800;COMMISSIONI DISP.FONDI;;;;;;-4,400.00;;;-4,400.00;;;-4,400.00;;;-4,400.00;-17,600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021700900;COMMISS. DISP.FONDI FACTOR;;;;-4,830.00;-4,830.00;-4,830.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-14,490
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_23100 Costi finanziari;3021701000;INTERESSI PASSIVI FACTOR;;;;-3,200.00;-3,200.00;-3,200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-9,600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_29100 Imposte tasse comunali/CCIAA;3010744300;CONC.PREL.ACQUA PUBBLICA;;;;;;-164.39;;;;;;;;;;-164
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_29100 Imposte tasse comunali/CCIAA;3011401000;TASSE DI PROPRIETA'  AUTOMEZZI;;;;;;;-32.00;;;;;;;;;-32
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_29100 Imposte tasse comunali/CCIAA;3011410100;IMPOSTA DI REGISTRO;;;;;;;;;;-1,320.00;;;;;;-1,320
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_29100 Imposte tasse comunali/CCIAA;3011410400;IMPOSTE E TASSE COMUNALI;0000002238;GEOVEST S.R.L ;;-174.25;-174.25;-174.25;-174.25;-174.25;-174.25;-174.25;-174.25;-174.25;-174.25;-174.25;-174.25;-2,091
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_29100 Imposte tasse comunali/CCIAA;3011410400;IMPOSTE E TASSE COMUNALI;;;ICA 2021 - TOTEM 369;-202.60;-202.60;-202.60;-202.60;-202.60;-202.60;-202.60;-202.60;-202.60;-202.60;-202.60;-202.60;-2,431
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_29100 Imposte tasse comunali/CCIAA;3011410400;IMPOSTE E TASSE COMUNALI;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;I.C.A. SU AUTOMEZZI;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-12,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3010718000;COMPENSO AD AMMINISTRATORI;;;PRESIDENZA;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-4,500.00;-54,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3010718000;COMPENSO AD AMMINISTRATORI;;;CDA;;-6,000.00;-6,000.00;;;-6,000.00;;-6,000.00;;-6,000.00;;-6,000.00;-36,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3010718200;COMPENSO PER REVISORI;;;;-1,385.58;-1,385.58;-1,385.59;-1,385.58;-1,385.58;-1,385.59;-1,385.58;-1,385.58;-1,385.59;-1,385.58;-1,385.58;-1,385.59;-16,627
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3010718302;SINDACI PROFESSIONISTI;;;;-1,308.58;-1,308.58;-1,308.59;-1,308.58;-1,308.58;-1,308.59;-1,308.58;-1,308.58;-1,308.59;-1,308.58;-1,308.58;-1,308.59;-15,703
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3010718302;SINDACI PROFESSIONISTI;;;compenso per R&S - da verificare;;;;;;;;;;;;-6,000.00;-6,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3010718400;CONTRIBUTI INPS AMM.RI E SINDA;;;;-763.33;-763.33;-763.33;-763.33;-763.33;-763.33;-763.33;-763.33;-763.33;-763.33;-763.33;-763.33;-9,160
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3011401600;CONTRIBUTI ASSOCIATIVI;;;;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-9,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3011401601;CONTRIBUTI ASSOCIATIVI LEGACOO;;;;-6,666.67;-6,666.67;-6,666.66;-6,666.67;-6,666.67;-6,666.66;-6,666.67;-6,666.67;-6,666.66;-6,666.67;-6,666.67;-6,666.66;-80,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_59100 Costi societari;3011410500;DIRITTI ANN.LI C.C.I.A.A.;;;come 2021;;;;;;;-2,580.00;;;;;;-2,580
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_70100 Accantonamenti;3011080000;QUOTA AL FONDO RISCHI SU CREDI;;;COME FST;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-5,834.00;-70,008
3SERV_IT;107000 - Servizi IT;3_06240 Assistenza informatica;3010720400;ASSISTENZA ANALISI INFORMATICA;0000002327;BEST TOOL SRL ;;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-1,250.00;-15,000
3SERV_IT;107000 - Servizi IT;3_06240 Assistenza informatica;3010720400;ASSISTENZA ANALISI INFORMATICA;;;;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-1,200
3SERV_IT;107000 - Servizi IT;3_06240 Assistenza informatica;3010720401;SERVIZI CYBER SECURITY;0000002329;WORK TEAM SRL;;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-2,420.00;-29,040
3SERV_IT;107000 - Servizi IT;3_06240 Assistenza informatica;3010720400;ASSISTENZA ANALISI INFORMATICA;0000002641;DEDA CLOUD SRL ;;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-3,000
3SERV_IT;107000 - Servizi IT;3_06240 Assistenza informatica;3010720400;ASSISTENZA ANALISI INFORMATICA;0000001949;FORMULA IMPRESOFT SPA ;;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-12,000
3SERV_IT;107000 - Servizi IT;3_06240 Assistenza informatica;3010720400;ASSISTENZA ANALISI INFORMATICA;0000000946;QUIX SRL ;;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-600
3SERV_IT;107000 - Servizi IT;3_06380 Ammortamenti;3011000100;AMM.TO ATREZZATURA VARIA;;;;-13.76;-12.43;-13.76;-13.32;-13.76;-13.32;-13.76;-13.76;-13.32;-13.76;-13.32;-13.76;-162
3SERV_IT;107000 - Servizi IT;3_06380 Ammortamenti;3011002000;AMM.TO IMPIANTI DI COMUNICAZIO;;;;-121.07;-109.36;-121.07;-117.17;-121.07;-117.17;-121.07;-121.07;-117.17;-121.07;-117.17;-121.07;-1,426
3SERV_IT;107000 - Servizi IT;3_06380 Ammortamenti;3011003100;AMM.TO MACCHINE ELETTR.ELETTRO;;;;-3,626.23;-3,275.30;-3,626.23;-3,509.26;-3,626.23;-3,509.26;-3,626.23;-3,626.23;-3,509.26;-3,626.23;-3,509.26;-3,626.23;-42,696
3SERV_IT;107000 - Servizi IT;3_06380 Ammortamenti;3011003900;AMM.TO TELEFONI CELLULARI;;;;-12.47;-11.27;-12.47;-12.07;-12.47;-12.07;-12.47;-12.47;-12.07;-12.47;-12.07;-12.47;-147
3SERV_IT;107000 - Servizi IT;3_06380 Ammortamenti;3011010400;AMM.TO PROGRAMMI ELABORATORE;;;;-1,501.88;-1,356.54;-1,501.88;-1,453.44;-1,501.88;-1,453.44;-1,501.88;-1,501.88;-1,453.44;-1,501.88;-1,453.44;-1,501.88;-17,683
3SERV_IT;107000 - Servizi IT;3_06380 Ammortamenti;3011010500;AMM.TO LICENZE E PROGRAMMI;;;;-213.60;-192.93;-213.60;-206.71;-213.60;-206.71;-213.60;-213.60;-206.71;-213.60;-206.71;-213.60;-2,515
3SERV_IT;107000 - Servizi IT;3_06380 Ammortamenti;3011002000;AMM.TO IMPIANTI DI COMUNICAZIO;;;;-4,382.47;-3,958.36;-4,382.47;-4,241.10;-4,382.47;-4,241.10;-4,382.47;-4,382.47;-4,241.10;-4,382.47;-4,241.10;-4,382.47;-51,600
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;;-22,944.85;-21,849.29;-21,806.17;-22,795.74;-22,517.10;-47,792.71;-25,675.94;-29,111.24;-25,268.40;-25,907.27;-25,840.66;-27,081.09;-318,590
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010900101;COSTI FERIE PERM.ROL NON GODUT;;;;-1,728.10;-2,029.87;-2,159.10;-463.19;-884.68;595.04;1,942.47;6,625.14;1,777.17;-653.47;-962.92;-1,009.14;1,049
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010900102;COSTI PER RATEI 13ma-14ma DIP.;;;;-3,815.03;-3,665.44;-3,604.30;-3,676.38;-3,619.05;19,683.80;-4,271.21;-4,679.72;-4,191.02;-4,467.54;-4,287.03;-4,492.82;-25,086
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010901100;CONTRIBUTI INPS DIP.;;;;-7,051.02;-6,713.13;-6,695.10;-6,967.31;-6,893.05;-13,969.56;-7,871.89;-8,984.63;-7,856.16;-8,058.70;-8,023.01;-8,408.14;-97,492
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010901101;CTR PER FERIE PERM.ROL NON GOD;;;;-480.77;-550.66;-590.33;-112.55;-238.83;191.15;582.43;1,729.48;507.07;-184.50;-261.95;-274.53;316
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010901102;CTR SU RATEI 13ma e 14ma DIP.;;;;-1,053.15;-1,011.98;-993.73;-1,015.52;-999.08;5,438.90;-1,176.74;-1,393.00;-1,173.28;-1,251.79;-1,200.28;-1,257.89;-7,088
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010901601;CONTR.SANILOG DITTA;;;;-55.10;-52.50;-51.91;-49.88;-51.66;-56.34;-60.92;-66.58;-59.74;-61.59;-60.65;-63.56;-690
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010903000;TFR DIP.;;;;-1,883.66;-1,800.25;-1,778.98;-1,794.20;-1,839.36;-1,767.66;-2,118.79;-2,380.10;-2,074.66;-2,158.59;-2,117.44;-2,219.09;-23,933
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010904000;PREVID.COOPERATIVA DIP.;;;;-43.25;-41.21;-40.75;-42.99;-43.79;-91.38;-49.40;-56.44;-48.45;-50.33;-49.56;-51.94;-609
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010904202;DIRCOOP DIP. F.DO PENSIONE;;;;-321.66;-306.51;-303.08;-291.22;-301.59;-328.94;-355.64;-388.72;-348.80;-359.60;-354.08;-185.54;-3,845
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010904600;EBILOG DIP.;;;;-11.74;-11.19;-11.06;-10.63;-11.01;-12.00;-12.98;-14.19;-12.73;-13.12;-12.92;-6.77;-140
3SERV_IT;107000 - Servizi IT;3_04010 Costo lavoro dipendente;3010902000;CONTRIBUTI INAIL DIP;;;;-233.61;-222.61;-220.12;-211.50;-219.03;-238.90;-258.29;-282.32;-253.32;-261.16;-257.16;-134.75;-2,793
3SERV_IT;107000 - Servizi IT;3_04999 Costo lavoro altri costi;3010601300;CARB.E LUBRIF.SI BENEFIT;;;100% auto Pisani;-123.00;-123.00;-123.00;-123.00;-123.00;-300.00;-300.00;-300.00;-300.00;-123.00;-123.00;-123.00;-2,184
3SERV_IT;107000 - Servizi IT;3_04999 Costo lavoro altri costi;3010741800;LAVAGGIO AUTOMEZZI    SI BENEF;;;100% auto Pisani;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-120
3SERV_IT;107000 - Servizi IT;3_04999 Costo lavoro altri costi;3010742400;PEDAGGI AUTO  SI BENEFIT;;;100% auto Pisani;0.00;0.00;0.00;-25.00;-25.00;-95.00;-95.00;-95.00;-95.00;0.00;0.00;-95.00;-525
3SERV_IT;107000 - Servizi IT;3_04999 Costo lavoro altri costi;3010801100;NOLEGGI SI BENEFIT;;;100% auto Pisani;-455.31;-455.31;-455.31;-392.00;-392.00;-392.00;-392.00;-392.00;-392.00;-392.00;-392.00;-392.00;-4,894
3SERV_IT;107000 - Servizi IT;3_04999 Costo lavoro altri costi;3010801500;SPESE ACC.NOLEGGI SI BENEFIT;;;100% auto Pisani;-292.95;-292.95;-292.95;-272.00;-272.00;-272.00;-272.00;-272.00;-272.00;-272.00;-272.00;-272.00;-3,327
3SERV_IT;107000 - Servizi IT;3_04999 Costo lavoro altri costi;3010742200;MENSA;;;;-677.26;-653.81;-653.81;-640.68;-645.31;-658.03;-584.69;-579.52;-579.52;-649.51;-649.51;-675.86;-7,648
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001187;EVOLUZIONE SERVIZI SRL SOCIETA'UNIP;;-36.50;-36.50;-36.50;-36.50;-36.50;-36.50;-36.50;-36.50;-36.50;-36.50;-36.50;-36.50;-438
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001591;PTV ITALIA LOGISTICS SRL;;-460.34;-460.34;-460.34;-460.34;-460.34;-460.34;-460.34;-460.34;-460.34;-460.34;-460.34;-460.34;-5,524
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001675;ADVANCE S.R.L.;manut stampanti Zebra;-201.67;-201.67;-201.67;-201.67;-201.67;-201.67;-201.67;-201.67;-201.67;-201.67;-201.67;-201.67;-2,420
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001605;ITCODE S.R.L.;assistenza r.f.;-641.34;-641.34;-641.34;-641.34;-641.34;-641.34;-641.34;-641.34;-641.34;-641.34;-641.34;-641.34;-7,696
